domain_id,domain,tld,domain_length,subdomain_count,hyphen_count,digit_count,contains_fifa_keyword,contains_ticket_keyword,contains_official_keyword,contains_stream_keyword,contains_reward_keyword,typosquat_distance_to_fifa,registrar,whois_age_days,is_privacy_protected,ssl_status,ssl_issuer,ssl_valid_days_remaining,ip_address,hosting_country,asn_provider,visual_similarity_score,phishing_probability,malware_signature_match,blacklist_source,social_media_mentions,osint_report_count,redirect_chain_length,has_payment_page,has_login_form,threat_type,risk_score,severity,status,recommended_action,detection_timestamp
DOM13404,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Name.com Inc,4375,0,Valid,DigiCert,143,27.111.79.129,China,OVH SAS,13.5,6.1,0,,0,0,0,1,1,Legitimate,2,Low,Not Flagged,No Action Needed,2026-01-23 15:14:07
DOM13405,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Name.com Inc,8564,0,Valid,DigiCert,238,80.185.71.210,United States,Contabo GmbH,7.9,9.7,0,,1,0,0,1,0,Legitimate,3,Low,Not Flagged,No Action Needed,2026-02-13 04:15:45
DOM13406,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,6687,0,Valid,DigiCert,176,79.64.107.34,Indonesia,Hetzner Online GmbH,11.5,1.1,0,,0,0,0,1,1,Legitimate,1,Low,Not Flagged,No Action Needed,2026-02-08 03:03:43
DOM13407,news.fifa.com,.com,13,1,0,0,1,0,0,0,0,5,Dynadot LLC,7496,0,Valid,GlobalSign,90,121.60.129.12,Vietnam,G-Core Labs,11.3,7.8,0,,1,0,0,0,0,Legitimate,11,Low,Not Flagged,No Action Needed,2026-01-06 16:21:26
DOM13408,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Dynadot LLC,7929,0,Valid,Sectigo,202,243.178.180.42,Netherlands,Amazon AWS,9.2,5.0,0,,0,0,0,0,0,Legitimate,6,Low,Not Flagged,No Action Needed,2026-05-19 23:55:26
DOM13409,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,3308,0,Valid,DigiCert,335,2.50.109.236,India,G-Core Labs,5.6,5.9,0,,3,0,0,0,0,Legitimate,11,Low,Not Flagged,No Action Needed,2026-03-15 17:08:03
DOM13410,articles.fifa.com,.com,17,1,0,0,1,0,0,0,0,9,OVH SAS,5212,0,Valid,DigiCert,117,195.160.63.120,Mexico,OVH SAS,11.5,7.0,0,,0,0,0,0,1,Legitimate,15,Low,Not Flagged,No Action Needed,2026-01-23 11:18:23
DOM13411,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,4743,0,Valid,GlobalSign,219,176.227.115.142,United States,Contabo GmbH,6.5,8.6,0,,3,0,0,1,0,Legitimate,0,Low,Not Flagged,No Action Needed,2026-05-11 21:48:29
DOM13412,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Porkbun LLC,1861,0,Valid,GlobalSign,327,169.43.61.37,United States,G-Core Labs,14.7,7.4,0,,1,0,0,0,1,Legitimate,6,Low,Not Flagged,No Action Needed,2026-03-07 18:08:16
DOM13413,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,7914,0,Valid,Sectigo,122,60.217.255.72,Germany,Amazon AWS,8.9,7.6,0,,3,0,0,1,1,Legitimate,12,Low,Not Flagged,No Action Needed,2026-04-05 02:05:12
DOM13414,articles.fifa.com,.com,17,1,0,0,1,0,0,0,0,9,Porkbun LLC,2207,0,Valid,Sectigo,115,32.128.250.128,China,Contabo GmbH,0.5,7.4,0,,0,0,0,1,0,Legitimate,5,Low,Not Flagged,No Action Needed,2026-03-16 07:11:56
DOM13415,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Google Domains,3678,0,Valid,DigiCert,109,195.39.252.203,United States,Alibaba Cloud,7.5,5.0,0,,2,0,0,0,0,Legitimate,13,Low,Not Flagged,No Action Needed,2026-06-20 21:40:58
DOM13416,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Tucows Domains,4142,0,Valid,GlobalSign,252,114.235.18.9,Mexico,G-Core Labs,11.7,8.8,0,,1,0,0,1,1,Legitimate,4,Low,Not Flagged,No Action Needed,2026-03-02 16:10:03
DOM13417,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,NameCheap Inc,4993,0,Valid,Sectigo,351,173.251.240.122,India,OVH SAS,0.9,2.6,0,,3,0,0,1,1,Legitimate,10,Low,Not Flagged,No Action Needed,2026-01-12 22:15:23
DOM13418,matchcentre.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Dynadot LLC,1369,0,Valid,DigiCert,247,90.13.174.98,Vietnam,DigitalOcean LLC,5.4,3.5,0,,1,0,0,0,0,Legitimate,9,Low,Not Flagged,No Action Needed,2026-04-26 01:23:51
DOM13419,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Dynadot LLC,6636,0,Valid,DigiCert,216,30.172.86.6,India,M247 Ltd,9.9,4.2,0,,3,0,0,1,0,Legitimate,15,Low,Not Flagged,No Action Needed,2026-04-25 04:13:42
DOM13420,matchcentre.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Dynadot LLC,3592,0,Valid,GlobalSign,259,83.50.250.26,Romania,OVH SAS,7.5,8.1,0,,2,0,0,0,1,Legitimate,11,Low,Not Flagged,No Action Needed,2026-03-26 15:51:57
DOM13421,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,6205,0,Valid,Sectigo,98,216.109.147.68,Vietnam,Contabo GmbH,6.1,2.3,0,,0,0,0,0,1,Legitimate,8,Low,Not Flagged,No Action Needed,2026-01-14 01:29:59
DOM13422,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Google Domains,5350,0,Valid,GlobalSign,167,89.39.154.130,Germany,Hetzner Online GmbH,8.1,2.0,0,,3,0,0,1,1,Legitimate,5,Low,Not Flagged,No Action Needed,2026-06-21 01:16:32
DOM13423,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Dynadot LLC,6761,0,Valid,GlobalSign,155,148.255.109.170,Indonesia,Amazon AWS,7.1,9.4,0,,3,0,0,0,0,Legitimate,11,Low,Not Flagged,No Action Needed,2026-03-31 19:20:39
DOM13424,articles.fifa.com,.com,17,1,0,0,1,0,0,0,0,9,Namesilo LLC,2232,0,Valid,Sectigo,213,217.222.210.82,Netherlands,Contabo GmbH,9.5,8.5,0,,2,0,0,1,0,Legitimate,8,Low,Not Flagged,No Action Needed,2026-05-14 08:58:33
DOM13425,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Google Domains,4324,0,Valid,DigiCert,136,50.14.125.205,Netherlands,Hetzner Online GmbH,8.4,4.4,0,,0,0,0,0,0,Legitimate,8,Low,Not Flagged,No Action Needed,2026-01-27 11:48:46
DOM13426,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Dynadot LLC,7468,0,Valid,Sectigo,341,46.21.248.201,Vietnam,Tencent Cloud,1.4,6.0,0,,0,0,0,1,1,Legitimate,2,Low,Not Flagged,No Action Needed,2026-03-19 01:39:53
DOM13427,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,6932,0,Valid,Sectigo,180,29.61.128.128,Ukraine,Alibaba Cloud,1.9,8.1,0,,2,0,0,1,0,Legitimate,13,Low,Not Flagged,No Action Needed,2026-02-12 07:59:33
DOM13428,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,2434,0,Valid,DigiCert,200,113.209.130.221,Russia,Hetzner Online GmbH,5.7,9.5,0,,2,0,0,1,1,Legitimate,7,Low,Not Flagged,No Action Needed,2026-02-23 22:19:59
DOM13429,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Tucows Domains,8675,0,Valid,DigiCert,303,184.188.157.6,Russia,Tencent Cloud,0.6,7.4,0,,0,0,0,0,1,Legitimate,12,Low,Not Flagged,No Action Needed,2026-03-02 01:17:44
DOM13430,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Google Domains,6739,0,Valid,DigiCert,122,137.121.226.100,Vietnam,Contabo GmbH,13.9,9.2,0,,2,0,0,0,0,Legitimate,9,Low,Not Flagged,No Action Needed,2026-02-10 20:28:19
DOM13431,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Tucows Domains,2312,0,Valid,Sectigo,222,226.208.17.71,Netherlands,Tencent Cloud,14.1,4.7,0,,3,0,0,1,1,Legitimate,3,Low,Not Flagged,No Action Needed,2026-06-10 01:59:11
DOM13432,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,3137,0,Valid,GlobalSign,240,108.167.232.178,Vietnam,M247 Ltd,9.7,6.3,0,,1,0,0,0,1,Legitimate,6,Low,Not Flagged,No Action Needed,2026-05-03 00:04:22
DOM13433,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,5717,0,Valid,DigiCert,140,64.66.210.203,Ukraine,Hetzner Online GmbH,13.1,1.3,0,,1,0,0,1,1,Legitimate,6,Low,Not Flagged,No Action Needed,2026-01-17 09:19:39
DOM13434,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,2490,0,Valid,GlobalSign,253,242.114.10.243,Vietnam,Choopa LLC (Vultr),9.2,2.3,0,,0,0,0,1,0,Legitimate,8,Low,Not Flagged,No Action Needed,2026-05-17 04:06:49
DOM13435,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Tucows Domains,1407,0,Valid,GlobalSign,279,154.133.76.23,Indonesia,OVH SAS,8.6,0.1,0,,3,0,0,1,1,Legitimate,3,Low,Not Flagged,No Action Needed,2026-02-13 14:10:15
DOM13436,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,NameCheap Inc,2560,0,Valid,Sectigo,196,74.253.195.34,United States,OVH SAS,3.3,8.2,0,,1,0,0,1,0,Legitimate,13,Low,Not Flagged,No Action Needed,2026-06-03 21:08:51
DOM13437,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,3377,0,Valid,Sectigo,180,159.230.127.95,Russia,G-Core Labs,1.4,4.7,0,,2,0,0,1,0,Legitimate,12,Low,Not Flagged,No Action Needed,2026-05-18 13:37:51
DOM13438,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,5892,0,Valid,DigiCert,108,143.30.26.86,Ukraine,Hetzner Online GmbH,5.4,6.1,0,,0,0,0,0,1,Legitimate,12,Low,Not Flagged,No Action Needed,2026-02-28 17:47:11
DOM13439,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,6498,0,Valid,GlobalSign,346,11.91.133.44,India,Contabo GmbH,13.2,1.3,0,,2,0,0,1,0,Legitimate,8,Low,Not Flagged,No Action Needed,2026-01-23 16:31:24
DOM13440,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,2047,0,Valid,GlobalSign,203,192.184.220.73,Ukraine,Alibaba Cloud,12.5,9.3,0,,2,0,0,1,0,Legitimate,10,Low,Not Flagged,No Action Needed,2026-05-24 02:03:34
DOM13441,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,7256,0,Valid,Sectigo,344,219.225.27.49,Mexico,Alibaba Cloud,0.6,2.6,0,,3,0,0,1,0,Legitimate,15,Low,Not Flagged,No Action Needed,2026-01-08 22:06:11
DOM13442,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,6808,0,Valid,GlobalSign,294,127.57.75.32,Brazil,OVH SAS,4.3,8.3,0,,2,0,0,0,0,Legitimate,5,Low,Not Flagged,No Action Needed,2026-03-22 20:39:11
DOM13443,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,3016,0,Valid,Sectigo,108,228.168.13.73,Romania,G-Core Labs,6.0,5.9,0,,0,0,0,1,0,Legitimate,0,Low,Not Flagged,No Action Needed,2026-01-16 17:46:55
DOM13444,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Porkbun LLC,6797,0,Valid,GlobalSign,292,161.137.2.85,Indonesia,G-Core Labs,14.3,3.2,0,,1,0,0,0,0,Legitimate,9,Low,Not Flagged,No Action Needed,2026-03-04 18:05:07
DOM13445,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Name.com Inc,7093,0,Valid,DigiCert,255,24.204.130.46,China,Amazon AWS,6.0,0.2,0,,1,0,0,0,1,Legitimate,12,Low,Not Flagged,No Action Needed,2026-02-25 07:53:50
DOM13446,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Google Domains,6358,0,Valid,DigiCert,212,126.221.158.232,Romania,OVH SAS,10.0,8.3,0,,1,0,0,1,1,Legitimate,12,Low,Not Flagged,No Action Needed,2026-04-03 12:22:11
DOM13447,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,5917,0,Valid,GlobalSign,276,208.188.95.112,Russia,M247 Ltd,7.7,9.7,0,,1,0,0,0,1,Legitimate,2,Low,Not Flagged,No Action Needed,2026-02-26 10:46:27
DOM13448,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Porkbun LLC,1648,0,Valid,Sectigo,304,77.76.65.176,Ukraine,Tencent Cloud,7.9,3.0,0,,0,0,0,0,0,Legitimate,3,Low,Not Flagged,No Action Needed,2026-04-10 03:48:31
DOM13449,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,1774,0,Valid,GlobalSign,351,209.129.181.66,Russia,Amazon AWS,0.3,7.4,0,,3,0,0,0,0,Legitimate,12,Low,Not Flagged,No Action Needed,2026-01-09 18:55:15
DOM13450,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Dynadot LLC,8182,0,Valid,Sectigo,220,151.232.230.160,Germany,DigitalOcean LLC,13.8,8.1,0,,1,0,0,0,0,Legitimate,8,Low,Not Flagged,No Action Needed,2026-06-19 06:01:26
DOM13451,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,NameCheap Inc,4553,0,Valid,GlobalSign,62,102.59.6.44,Romania,Hetzner Online GmbH,6.1,6.6,0,,3,0,0,1,1,Legitimate,12,Low,Not Flagged,No Action Needed,2026-06-06 05:53:51
DOM13452,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,2024,0,Valid,DigiCert,157,29.8.96.220,Vietnam,Hetzner Online GmbH,2.3,2.4,0,,1,0,0,0,1,Legitimate,14,Low,Not Flagged,No Action Needed,2026-01-29 18:30:07
DOM13453,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Porkbun LLC,1178,0,Valid,DigiCert,138,190.227.248.121,Vietnam,Hetzner Online GmbH,3.7,2.9,0,,3,0,0,0,1,Legitimate,0,Low,Not Flagged,No Action Needed,2026-01-20 22:26:48
DOM13454,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Google Domains,6841,0,Valid,GlobalSign,272,218.253.148.10,India,Hetzner Online GmbH,8.9,6.1,0,,3,0,0,0,0,Legitimate,0,Low,Not Flagged,No Action Needed,2026-03-23 22:41:01
DOM13455,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Google Domains,5532,0,Valid,DigiCert,273,228.242.59.127,Russia,G-Core Labs,6.8,4.4,0,,1,0,0,1,0,Legitimate,15,Low,Not Flagged,No Action Needed,2026-03-08 18:26:41
DOM13456,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,5158,0,Valid,DigiCert,233,236.239.67.227,China,G-Core Labs,14.4,8.3,0,,2,0,0,1,0,Legitimate,6,Low,Not Flagged,No Action Needed,2026-02-24 20:20:45
DOM13457,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,NameCheap Inc,1706,0,Valid,GlobalSign,126,45.102.80.156,India,Amazon AWS,14.2,4.9,0,,1,0,0,0,0,Legitimate,0,Low,Not Flagged,No Action Needed,2026-03-11 16:04:02
DOM13458,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Tucows Domains,3924,0,Valid,GlobalSign,149,212.16.32.87,United States,Choopa LLC (Vultr),1.9,2.2,0,,2,0,0,1,1,Legitimate,1,Low,Not Flagged,No Action Needed,2026-05-30 12:54:08
DOM13459,articles.fifa.com,.com,17,1,0,0,1,0,0,0,0,9,Tucows Domains,3191,0,Valid,Sectigo,323,155.53.25.238,Indonesia,Amazon AWS,14.4,7.6,0,,0,0,0,0,0,Legitimate,3,Low,Not Flagged,No Action Needed,2026-02-02 10:29:31
DOM13460,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Google Domains,8134,0,Valid,DigiCert,245,41.149.226.196,India,Amazon AWS,1.6,6.5,0,,2,0,0,0,0,Legitimate,6,Low,Not Flagged,No Action Needed,2026-03-27 06:23:37
DOM13461,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,7301,0,Valid,Sectigo,185,214.242.174.74,India,M247 Ltd,5.6,7.5,0,,2,0,0,0,0,Legitimate,13,Low,Not Flagged,No Action Needed,2026-06-02 20:41:28
DOM13462,matchcentre.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Namesilo LLC,7568,0,Valid,GlobalSign,269,230.234.185.242,Vietnam,OVH SAS,0.2,8.1,0,,0,0,0,0,1,Legitimate,10,Low,Not Flagged,No Action Needed,2026-03-19 23:49:43
DOM13463,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,2346,0,Valid,GlobalSign,261,195.18.77.232,Russia,Contabo GmbH,14.7,8.0,0,,2,0,0,1,1,Legitimate,9,Low,Not Flagged,No Action Needed,2026-05-21 02:40:17
DOM13464,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,NameCheap Inc,8448,0,Valid,DigiCert,203,231.75.206.115,Russia,Tencent Cloud,9.4,6.2,0,,3,0,0,1,1,Legitimate,6,Low,Not Flagged,No Action Needed,2026-06-21 01:38:22
DOM13465,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,1302,0,Valid,GlobalSign,259,186.64.145.55,Vietnam,Choopa LLC (Vultr),7.9,7.6,0,,1,0,0,0,0,Legitimate,8,Low,Not Flagged,No Action Needed,2026-02-16 20:43:29
DOM13466,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Name.com Inc,3489,0,Valid,Sectigo,318,29.30.190.67,Russia,DigitalOcean LLC,0.8,6.5,0,,0,0,0,1,1,Legitimate,0,Low,Not Flagged,No Action Needed,2026-03-29 23:49:07
DOM13467,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,2934,0,Valid,Sectigo,357,145.119.179.77,China,Amazon AWS,10.8,6.7,0,,3,0,0,0,0,Legitimate,10,Low,Not Flagged,No Action Needed,2026-04-11 06:50:23
DOM13468,news.fifa.com,.com,13,1,0,0,1,0,0,0,0,5,Google Domains,7740,0,Valid,Sectigo,292,26.75.217.213,United States,M247 Ltd,6.4,1.3,0,,1,0,0,1,0,Legitimate,11,Low,Not Flagged,No Action Needed,2026-05-12 10:13:16
DOM13469,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Porkbun LLC,5818,0,Valid,GlobalSign,262,224.135.255.163,United States,Hetzner Online GmbH,14.0,4.9,0,,3,0,0,0,0,Legitimate,4,Low,Not Flagged,No Action Needed,2026-04-05 03:09:57
DOM13470,articles.fifa.com,.com,17,1,0,0,1,0,0,0,0,9,NameCheap Inc,2059,0,Valid,Sectigo,322,221.60.108.117,United States,Amazon AWS,14.2,3.7,0,,0,0,0,1,0,Legitimate,3,Low,Not Flagged,No Action Needed,2026-03-13 18:23:43
DOM13471,matchcentre.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Google Domains,1329,0,Valid,GlobalSign,120,96.156.191.78,China,M247 Ltd,2.2,7.8,0,,3,0,0,0,1,Legitimate,9,Low,Not Flagged,No Action Needed,2026-02-11 20:40:56
DOM13472,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,7059,0,Valid,GlobalSign,122,141.178.34.223,Vietnam,Hetzner Online GmbH,4.7,4.5,0,,2,0,0,1,1,Legitimate,4,Low,Not Flagged,No Action Needed,2026-05-28 22:57:00
DOM13473,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Namesilo LLC,6213,0,Valid,GlobalSign,290,171.229.76.222,Romania,M247 Ltd,9.4,6.2,0,,3,0,0,0,1,Legitimate,10,Low,Not Flagged,No Action Needed,2026-04-16 01:13:00
DOM13474,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Dynadot LLC,6492,0,Valid,Sectigo,202,166.45.84.182,Vietnam,G-Core Labs,11.6,3.1,0,,0,0,0,0,0,Legitimate,1,Low,Not Flagged,No Action Needed,2026-04-21 17:31:53
DOM13475,matchcentre.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Porkbun LLC,7148,0,Valid,GlobalSign,69,31.92.9.71,Germany,Alibaba Cloud,10.6,8.9,0,,3,0,0,0,1,Legitimate,12,Low,Not Flagged,No Action Needed,2026-04-25 08:26:25
DOM13476,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Dynadot LLC,8061,0,Valid,Sectigo,234,112.92.212.7,Netherlands,Alibaba Cloud,3.9,1.1,0,,0,0,0,0,1,Legitimate,4,Low,Not Flagged,No Action Needed,2026-02-05 11:17:56
DOM13477,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,1734,0,Valid,DigiCert,268,174.86.30.158,Indonesia,OVH SAS,10.7,3.0,0,,0,0,0,1,0,Legitimate,13,Low,Not Flagged,No Action Needed,2026-06-23 09:43:58
DOM13478,matchcentre.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,GoDaddy.com LLC,4076,0,Valid,Sectigo,121,14.103.122.193,Russia,Alibaba Cloud,7.7,5.0,0,,0,0,0,1,0,Legitimate,10,Low,Not Flagged,No Action Needed,2026-04-01 06:14:04
DOM13479,fifa.com,.com,8,0,0,0,1,0,0,0,0,0,Google Domains,1536,0,Valid,GlobalSign,268,163.119.9.69,India,Choopa LLC (Vultr),1.6,7.6,0,,1,0,0,1,1,Legitimate,14,Low,Not Flagged,No Action Needed,2026-01-17 07:02:28
DOM13480,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Tucows Domains,5099,0,Valid,DigiCert,132,96.86.125.138,Indonesia,Contabo GmbH,8.4,0.4,0,,3,0,0,1,0,Legitimate,0,Low,Not Flagged,No Action Needed,2026-01-12 16:26:09
DOM13481,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,4950,0,Valid,DigiCert,188,215.194.179.216,Russia,Choopa LLC (Vultr),7.7,0.5,0,,0,0,0,1,0,Legitimate,12,Low,Not Flagged,No Action Needed,2026-05-16 14:54:59
DOM13482,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,2144,0,Valid,Sectigo,203,225.221.107.157,India,Amazon AWS,13.3,9.5,0,,2,0,0,1,1,Legitimate,7,Low,Not Flagged,No Action Needed,2026-05-09 14:26:04
DOM13483,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,PDR Ltd,3798,0,Valid,DigiCert,228,5.68.1.156,United States,Tencent Cloud,10.1,4.1,0,,3,0,0,1,0,Legitimate,2,Low,Not Flagged,No Action Needed,2026-04-15 14:17:16
DOM13484,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Dynadot LLC,7816,0,Valid,Sectigo,287,173.63.180.249,Netherlands,Tencent Cloud,5.4,1.8,0,,0,0,0,0,1,Legitimate,11,Low,Not Flagged,No Action Needed,2026-07-01 19:13:52
DOM13485,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Namesilo LLC,1076,0,Valid,DigiCert,70,195.143.183.50,Vietnam,Choopa LLC (Vultr),4.6,7.2,0,,1,0,0,1,1,Legitimate,1,Low,Not Flagged,No Action Needed,2026-02-24 12:25:10
DOM13486,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Porkbun LLC,6767,0,Valid,Sectigo,167,2.100.202.29,Netherlands,Choopa LLC (Vultr),7.5,5.5,0,,1,0,0,0,0,Legitimate,2,Low,Not Flagged,No Action Needed,2026-01-25 17:52:15
DOM13487,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,GoDaddy.com LLC,5668,0,Valid,Sectigo,327,187.140.98.218,Romania,Contabo GmbH,10.4,5.3,0,,2,0,0,1,0,Legitimate,13,Low,Not Flagged,No Action Needed,2026-05-05 11:07:09
DOM13488,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,NameCheap Inc,6325,0,Valid,DigiCert,225,111.208.140.32,Romania,Hetzner Online GmbH,5.5,7.6,0,,1,0,0,0,1,Legitimate,13,Low,Not Flagged,No Action Needed,2026-04-14 09:12:42
DOM13489,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,OVH SAS,1042,0,Valid,GlobalSign,231,21.12.115.251,Romania,Contabo GmbH,13.8,2.0,0,,2,0,0,1,0,Legitimate,3,Low,Not Flagged,No Action Needed,2026-01-06 09:53:47
DOM13490,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Porkbun LLC,7619,0,Valid,DigiCert,231,216.128.126.28,United States,Contabo GmbH,12.5,8.2,0,,1,0,0,0,1,Legitimate,3,Low,Not Flagged,No Action Needed,2026-05-02 10:20:11
DOM13491,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,OVH SAS,2022,0,Valid,DigiCert,91,235.17.193.81,Ukraine,G-Core Labs,11.8,0.6,0,,3,0,0,0,1,Legitimate,13,Low,Not Flagged,No Action Needed,2026-01-13 18:36:17
DOM13492,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Dynadot LLC,1457,0,Valid,GlobalSign,210,218.195.205.25,Russia,DigitalOcean LLC,13.0,7.9,0,,0,0,0,1,1,Legitimate,14,Low,Not Flagged,No Action Needed,2026-06-04 09:44:09
DOM13493,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,6080,0,Valid,GlobalSign,233,167.13.232.133,Brazil,OVH SAS,1.6,6.0,0,,0,0,0,0,0,Legitimate,8,Low,Not Flagged,No Action Needed,2026-03-11 00:14:35
DOM13494,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,OVH SAS,6936,0,Valid,GlobalSign,155,63.70.22.16,Mexico,Choopa LLC (Vultr),7.7,6.5,0,,2,0,0,1,0,Legitimate,4,Low,Not Flagged,No Action Needed,2026-04-02 04:08:21
DOM13495,tournaments.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,GoDaddy.com LLC,3809,0,Valid,DigiCert,64,133.74.29.61,India,Tencent Cloud,12.9,4.2,0,,1,0,0,0,0,Legitimate,2,Low,Not Flagged,No Action Needed,2026-03-08 07:44:50
DOM13496,watch.fifa.com,.com,14,1,0,0,1,0,0,0,0,6,Namesilo LLC,4897,0,Valid,GlobalSign,299,154.169.171.158,Brazil,DigitalOcean LLC,1.7,8.8,0,,0,0,0,1,0,Legitimate,0,Low,Not Flagged,No Action Needed,2026-05-05 00:52:12
DOM13497,matchcentre.fifa.com,.com,20,1,0,0,1,0,0,0,0,12,Namesilo LLC,2886,0,Valid,GlobalSign,169,62.246.169.207,Germany,OVH SAS,2.8,9.9,0,,2,0,0,0,0,Legitimate,11,Low,Not Flagged,No Action Needed,2026-01-06 19:53:31
